IDX,PATIENT_DEV_CD,DESC_E,DESC_F,CODE_TYPE_E,CODE_TYPE_F
1187,2331,A0722 - Impedance Problem,A0722 - Problème d'impédance,Medical Device Problem,Problème de dispositif médical
1188,2332,A072201 - High impedance,A072201 - Impédance élevée,Medical Device Problem,Problème de dispositif médical
1189,2333,A072202 - Low impedance,A072202 - Faible impédance,Medical Device Problem,Problème de dispositif médical
1190,2334,A0704 - Sparking,A0704 - Formation d'étincelles,Medical Device Problem,Problème de dispositif médical
1191,2335,"A02 - Manufacturing, Packaging or Shipping Problem","A02 - Problème de fabrication, d'emballage ou d'expédition",Medical Device Problem,Problème de dispositif médical
1192,2336,A020602 - Component Missing ,A020602 - Composant manquant ,Medical Device Problem,Problème de dispositif médical
1193,2337,A2101 - Device Markings / Labelling Problem,A2101 - Problème de marquage/étiquetage du dispositif,Medical Device Problem,Problème de dispositif médical
1194,2338,A0203 - Defective Device,A0203 - Dispositif défectueux,Medical Device Problem,Problème de dispositif médical
1195,2339,A0202 - Defective Component,A0202 - Composant défectueux,Medical Device Problem,Problème de dispositif médical
1196,2340,A0204 - Device Damaged Prior to Use ,A0204 - Dispositif endommagé avant utilisation ,Medical Device Problem,Problème de dispositif médical
1197,2341,A0207 - Shipping Damage or Problem,A0207 - Dommages ou problèmes pendant l'expédition,Medical Device Problem,Problème de dispositif médical
1198,2342,A0206 - Device Misassembled During Manufacturing / Shipping,A0206 - Défaut de montage pendant la fabrication/l'expédition,Medical Device Problem,Problème de dispositif médical
1199,2343,Incorrect Device or Component Shipped (Retired - use 2341),Incorrect Device or Component Shipped (Retiré-utilise 2341),Medical Device Problem,Problème de dispositif médical
1200,2344,A1802 - Device Contaminated during manufacture or shipping,A1802 - Dispositif contaminé pendant la fabrication ou l'expédition,Medical Device Problem,Problème de dispositif médical
1201,2345,A020701 - Delivered as Unsterile Product,A020701 - Livré en tant que produit non stérile,Medical Device Problem,Problème de dispositif médical
1202,2346,A0205 - Packaging Problem,A0205 - Problème d'emballage,Medical Device Problem,Problème de dispositif médical
1203,2347,Device Packaging Compromised (Retired - use 2346),Device Packaging Compromised (Retiré-utilise 2346),Medical Device Problem,Problème de dispositif médical
1204,2348,A020502 - Incomplete or Missing Packaging,A020502 - Emballage incomplet ou manquant,Medical Device Problem,Problème de dispositif médical
1205,2349,"A020504 - Tear, Rip or Hole in Device Packaging",A020504 - Déchirure ou trou dans l'emballage du dispositif,Medical Device Problem,Problème de dispositif médical
1206,2350,A020503 - Unsealed Device Packaging,A020503 - Emballage non scellé,Medical Device Problem,Problème de dispositif médical
1207,2351,A020501 - Difficult to Open or Remove Packaging Material,A020501 - Matériaux d'emballage difficiles à ouvrir ou à retirer,Medical Device Problem,Problème de dispositif médical
1208,2352,Failure to Unwrap (Retired - use 2379),Failure to Unwrap (Retiré-utilise 2379),Medical Device Problem,Problème de dispositif médical
1209,2353,A0201 - Product Quality Problem,A0201 - Problème de qualité du produit,Medical Device Problem,Problème de dispositif médical
1210,2354,"A020101 - Dull, Blunt","A020101 - Dispositif émoussé, peu tranchant",Medical Device Problem,Problème de dispositif médical
1211,2355,A020102 - Nonstandard device,A020102 - Dispositif non standard,Medical Device Problem,Problème de dispositif médical
1212,2356,Out-Of-Box Failure (Retired - use 2338),Out-Of-Box Failure (Retiré-utilise 2338),Medical Device Problem,Problème de dispositif médical
1213,2357,A04 - Material Integrity Problem,A04 - Problème d’intégrité matérielle,Medical Device Problem,Problème de dispositif médical
1214,2358,A0401 - Break,A0401 - Bris,Medical Device Problem,Problème de dispositif médical
1215,2359,A040101 - Fracture,A040101 - Cassure,Medical Device Problem,Problème de dispositif médical
1216,2360,A040102 - Loss of or Failure to Bond,A040102 - Perte ou défaut d'adhérence,Medical Device Problem,Problème de dispositif médical
1217,2361,A040104 - Solder Joint Fracture ,A040104 - Cassure du joint de soudure ,Medical Device Problem,Problème de dispositif médical
1218,2362,A040103 - Material Fragmentation,A040103 - Fragmentation du matériau,Medical Device Problem,Problème de dispositif médical
1219,2363,Buckled Material (Retired - use 2501),Buckled Material (Retiré-utilise 2501),Medical Device Problem,Problème de dispositif médical
1220,2364,A0402 - Burst Container or Vessel ,A0402 - Rupture du contenant ou du récipient ,Medical Device Problem,Problème de dispositif médical
1221,2365,A0404 - Crack,A0404 - Fissure,Medical Device Problem,Problème de dispositif médical
1222,2366,A0405 - Degraded,A0405 - Dégradation,Medical Device Problem,Problème de dispositif médical
1223,2367,A040501 - Calcified,A040501 - Calcification,Medical Device Problem,Problème de dispositif médical
1224,2368,A040502 - Corroded,A040502 - Corrosion,Medical Device Problem,Problème de dispositif médical
1225,2369,A040505 - Flaked,A040505 - Écaillage,Medical Device Problem,Problème de dispositif médical
1226,2370,A040503 - Material Erosion,A040503 - Érosion du matériau,Medical Device Problem,Problème de dispositif médical
1227,2371,A040507 - Naturally Worn,A040507 - Usure naturelle,Medical Device Problem,Problème de dispositif médical
1228,2372,Peeled (Retired - use 2509),Peeled (Retiré-utilise 2509),Medical Device Problem,Problème de dispositif médical
1229,2373,Delamination (Retired - use 2509),Delamination (Retiré-utilise 2509),Medical Device Problem,Problème de dispositif médical
1230,2374,A040504 - Pitted,A040504 - Piqûres,Medical Device Problem,Problème de dispositif médical
1231,2375,A040508 - Unraveled Material,A040508 - Matériau défait,Medical Device Problem,Problème de dispositif médical
1232,2376,A0406 - Material Deformation,A0406 - Déformation du matériau,Medical Device Problem,Problème de dispositif médical
1233,2377,A040602 - Dent in Material,A040602 - Creux dans le matériau,Medical Device Problem,Problème de dispositif médical
1234,2378,A040603 - Failure to Fold,A040603 - Incapacité à plier,Medical Device Problem,Problème de dispositif médical
1235,2379,A040604 - Failure to Unfold or Unwrap,A040604 - Incapacité à se déplier ou à s'ouvrir,Medical Device Problem,Problème de dispositif médical
1236,2380,A040605 - Material Frayed,A040605 - Matériau effiloché,Medical Device Problem,Problème de dispositif médical
1237,2381,A040606 - Material Invagination,A040606 - Invagination du matériau,Medical Device Problem,Problème de dispositif médical
1238,2382,A040607 - Material Too Rigid or Stiff,A040607 - Matériau trop rigide ou dur,Medical Device Problem,Problème de dispositif médical
1239,2383,Material Twisted (Retired - use 2502),Material Twisted (Retiré-utilise 2502),Medical Device Problem,Problème de dispositif médical
1240,2384,Bent (Retired - use 2502),Bent (Retiré-utilise 2502),Medical Device Problem,Problème de dispositif médical
1241,2385,Folded (Retired - use 2376),Folded (Retiré-utilise 2376),Medical Device Problem,Problème de dispositif médical
1242,2386,Kinked (Retired - use 2501),Kinked (Retiré-utilise 2501),Medical Device Problem,Problème de dispositif médical
1243,2387,Wrinkled (Retired - use 2376),Wrinkled (Retiré-utilise 2376),Medical Device Problem,Problème de dispositif médical
1244,2388,Coiled (Retired - use 2376),Coiled (Retiré-utilise 2376),Medical Device Problem,Problème de dispositif médical
1245,2389,Knotted (Retired - use 2376),Knotted (Retiré-utilise 2376),Medical Device Problem,Problème de dispositif médical
1246,2390,Material Torqued (Retired - use 2502),Material Torqued (Retiré-utilise 2502),Medical Device Problem,Problème de dispositif médical
1247,2391,Uncoiled (Retired - use 2376),Uncoiled (Retiré-utilise 2376),Medical Device Problem,Problème de dispositif médical
1248,2392,A040610 - Melted,A040610 - Matériau fondu,Medical Device Problem,Problème de dispositif médical
1249,2393,Mushroomed (Retired - use 2501),Mushroomed (Retiré-utilise 2501),Medical Device Problem,Problème de dispositif médical
1250,2394,A040611 - Stretched,A040611 - Matériau étiré,Medical Device Problem,Problème de dispositif médical
1251,2395,A0407 - Material Discolored,A0407 - Décoloration du matériau,Medical Device Problem,Problème de dispositif médical
1252,2396,A0408 - Material Disintegration,A0408 - Désintégration du matériau,Medical Device Problem,Problème de dispositif médical
1253,2397,Metal Shedding Debris (Retired - use 2396),Metal Shedding Debris (Retiré-utilise 2396),Medical Device Problem,Problème de dispositif médical
1254,2398,Material Distortion (Retired - use 2376),Material Distortion (Retiré-utilise 2376),Medical Device Problem,Problème de dispositif médical
1255,2399,A0410 - Material Perforation,A0410 - Perforation du matériau,Medical Device Problem,Problème de dispositif médical
1256,2400,Cut in Material (Retired - use 2504),Cut in Material (Retiré-utilise 2504),Medical Device Problem,Problème de dispositif médical
1257,2401,Hole in Material (Retired - use 2510),Hole in Material (Retiré-utilise 2510),Medical Device Problem,Problème de dispositif médical
1258,2402,Material Puncture (Retired - use 2510),Material Puncture (Retiré-utilise 2510),Medical Device Problem,Problème de dispositif médical
1259,2403,A0412 - Material Rupture,A0412 - Rupture du matériau,Medical Device Problem,Problème de dispositif médical
1260,2404,Material Protrusion (Retired - use 2503),Material Protrusion (Retiré-utilise 2503),Medical Device Problem,Problème de dispositif médical
1261,2405,A0409 - Material Opacification,A0409 - Opacification du matériau,Medical Device Problem,Problème de dispositif médical
1262,2406,A0413 - Material Separation,A0413 - Séparation du matériau,Medical Device Problem,Problème de dispositif médical
1263,2407,A0415 - Scratched Material,A0415 - Éraflure du matériau,Medical Device Problem,Problème de dispositif médical
1264,2408,Device Abrasion from Instrument or another Object (Retired - use 2407),Device Abrasion from Instrument or another Object (Retiré-utilise 2407),Medical Device Problem,Problème de dispositif médical
1265,2409,Split (Retired - use 2504),Split (Retiré-utilise 2504),Medical Device Problem,Problème de dispositif médical
1266,2410,Torn Material (Retired - use 2504),Torn Material (Retiré-utilise 2504),Medical Device Problem,Problème de dispositif médical
1267,2411,A05 - Mechanical Problem,A05 - Problème mécanique,Medical Device Problem,Problème de dispositif médical
1268,2412,Delivery System Failure (Retired - use 2005),Delivery System Failure (Retiré-utilise 2005),Medical Device Problem,Problème de dispositif médical
1269,2413,A0501 - Detachment of Device or device Component,A0501 - Détachement d'un dispositif ou d'un composant du dispositif,Medical Device Problem,Problème de dispositif médical
1270,2414,Detachment of Device Component (Retired - use 2413),Detachment of Device Component (Retiré-utilise 2413),Medical Device Problem,Problème de dispositif médical
1271,2415,Disassembly (Retired - use 2413),Disassembly (Retiré-utilise 2413),Medical Device Problem,Problème de dispositif médical
1272,2416,A0502 - Device Damaged by Another Device,A0502 - Dispositif endommagé par un autre dispositif,Medical Device Problem,Problème de dispositif médical
1273,2417,A051201 - Device Dislodged or Dislocated,A051201 - Dispositif délogé ou disloqué,Medical Device Problem,Problème de dispositif médical
1274,2418,A051203 - Device Fell,A051203 - Dispositif tombé,Medical Device Problem,Problème de dispositif médical
