IDX,PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
2396,73CBK,"VENTILATOR, CONTINUOUS (RESPIRATOR)",RESPIRATEUR POUR VENTILATION CONTINUE
2397,73CCL,"ANALYZER, GAS, OXYGEN, GASEOUS PHASE",ANALYSEUR D'OXYGENE GAZEUX
2398,73JAY,"SUPPORT, BREATHING TUBE",DISPOSITIF DE SOUTIEN DU CIRCUIT RESPIRATOIRE
2399,73JOH,TRACHEOSTOMY TUBE AND TUBE CUFF (SEE 73EQK),CANULE ET BALLONNET DE TRACHEOTOMIE (VOIR 73EQK)
2400,73KGB,"MASK, OXYGEN, NON-REBREATHING",MASQUE A OXYGENE SANS REINHALATION
2401,73NFB,"CONSERVER, OXYGEN",CONSERVATEUR D'OXYGENE
2402,73QAU,"KIT, ANESTHESIA, BRACHIAL PLEXUS",NECESSAIRE POUR ANESTHESIE DU PLEXUS BRACHIAL
2403,73QAW,"KIT, ANESTHESIA, EPIDURAL",NECESSAIRE POUR ANESTHESIE EPIDURALE
2404,73QEK,"BAG, BREATHING",BALLON DE VENTILATION
2405,73QMF,"COMPUTER, PULMONARY FUNCTION LABORATORY",ORDINATEUR POUR LABORATOIRE DE SPIROMETRIE
2406,73RTJ,"SIMULATOR, LUNG",SIMULATEUR DE POUMON
2407,73SBF,"ADAPTER, TRACHEAL TUBE (SEE 73BZA)",ADAPTATEUR POUR TUBE ENDOTRACHEAL (VOIR 73BZA)
2408,73SEW,"VENTILATOR, VOLUME (CRITICAL CARE)",VENTILATEUR EN VOLUME CONTROLE (SOINS INTENSIFS)
2409,74AAH,"TOURNIQUET, CARDIOVASCULAR",TOURNIQUET DE RUMEL (CARDIOVASCULAIRE)
2410,74AAM,TERMINAL HEADER OR PLUG FOR PULSE GENERATOR,PRISE POUR GENERATEUR D'IMPULSION
2411,74AAP,"CAP, LEAD, PACEMAKER",CAPUCHON POUR SONDE DE STIMULATEUR CARDIAQUE
2412,74ABK,"DEVICE, INFLATION CONTROL FOR DILATION BALLOONS",DISPOSITIF DE GONFLAGE DES BALLONNETS DE DILATATION
2413,74ABV,"PATIENT MONITORING SYSTEM, MAINFRAME",SYSTEME DE SURVEILLANCE DES PATIENTS - ORDINATEUR CENTRAL
2414,74ACA,"SYSTEM, PATIENT MONITORING - CENTRAL STATION",SYSTEME DE SURVEILLANCE DES PATIENTS - STATION CENTRALE
2415,74DQY,"CATHETER, PERCUTANEOUS",CATHETER PERCUTANE
2416,74DRO,"PACEMAKER, CARDIAC, EXTERNAL TRANSCUTANEOUS (NON-INVASIVE)",STIMULATEUR CARDIAQUE EXTERNE PERCUTANE (NON EFFRACTIF)
2417,74DRW,"ADAPTOR, LEAD SWITCHING, ELECTROCARDIOGRAPH",ADAPTATEUR DE COMMUTATION DE SONDE POUR ELECTROCARDIOGRAPHE
2418,74DSQ,"DEVICE, BYPASS, VENTRICULAR (ASSIST)",DISPOSITIF DE DERIVATION (ASSISTANCE) VENTRICULAIRE
2419,74DTE,"PULSE-GENERATOR,PACEMAKER,EXTERNAL","GENERATEUR D'IMPULSIONS POUR STIMULATEUR CARDIAQUE, EXTERNE"
2420,74DTX,"GAS CONTROL UNIT, CARDIOPULMONARY BYPASS","UNITE DE REGLAGE DES GAZ, POUR DERIVATION CARDIOPULMONAIRE"
2421,74DWC,"CONTROLLER, TEMPERATURE, CARDIOPULMONARY BYPASS","REGULATEUR DE TEMPERATURE, POUR DERIVATION CARDIOPULMONAIRE"
2422,74DWE,"TUBING, PUMP, CARDIOPULMONARY BYPASS","TUBULURES DE POMPE, POUR DERIVATION CARDIOPULMONAIRE"
2423,74DWP,"DILATOR, VESSEL, SURGICAL",DILATATEUR DE VAISSEAUX POUR CHIRURGIE
2424,74DWZ,"DEVICE,BIOPSY,ENDOMYOCARDIAL",DISPOSITIF POUR BIOPSIE ENDOMYOCARDIQUE
2425,74DXE,"CATHETER, EMBOLECTOMY",CATHETER POUR EMBOLECTOMIE
2426,74DXN,"SYSTEM, MEASUREMENT, BLOOD PRESSURE, NON-INVASIVE","DISPOSITIF DE MESURE DE LA PRESSION ARTERIELLE, NON EFFRACTIF"
2427,74DXY,"PULSE-GENERATOR,PACEMAKER,IMPLANTABLE",GENERATEUR D'IMPULSIONS POUR STIMULATEUR CARDIAQUE IMPLANTABLE
2428,74DYB,"INTRODUCER, CATHETER",INTRODUCTEUR DE CATHETER
2429,74DYF,"PROSTHESIS, VASCULAR GRAFT, OF LESS THAN 6MM DIAMETER",GREFFON (PROTHESE) VASCULAIRE DE MOINS DE 6 MM DE DIAMETRE
2430,74IZQ,"INJECTOR, CONTRAST MEDIUM, AUTOMATIC",INJECTEUR AUTOMATIQUE DE PRODUIT DE CONTRASTE
2431,74KRK,"MANOMETER, BLOOD PRESSURE, VENOUS",MANOMETRE POUR PRESSION VEINEUSE
2432,74LOS,"SYSTEM, ECG ANALYSIS",SYSTEME D'ANALYSE DES ECG
2433,74MAV,"SYRINGE, BALLOON INFLATION",SERINGUE POUR GONFLAGE DE BALLONNET
2434,74MFA,"DEVICE, REMOVAL, PACEMAKER ELECTRODE, PERCUTANEOUS",DISPOSITIF POUR EXTRACTION PERCUTANEE D'ELECTRODE DE STIMULATEUR CARDIAQUE
2435,74MFX,"PATCH, PERICARDIAL",PATCH PERICARDIQUE
2436,74MJN,"CATHETER, INTRAVASCULAR, OCCLUDING, TEMPORARY",CATHETER D'OCCLUSION INTRAVASCULAIRE TEMPORAIRE
2437,74MLN,"ELECTRODE, ELECTROCARDIOGRAPH, MULTI-FUNCTION",ELECTRODE MULTIFONCTION POUR ELECTROCARDIOGRAPHE
2438,74MTD,"CATHETER, INTRACARDIAC MAPPING, HIGH DENSITY ARRAY",CATHETER POUR LA CARTOGRAPHIE INTRACARDIAQUE A HAUTE DENSITE
2439,74MWH,"CONDUIT, VALVED, PULMONIC",CONDUIT PULMONAIRE VALVE
2440,74QFV,"CANNULA, ARTERIAL",CANULE ARTERIELLE
2441,74QGH,"CANNULA, VENOUS",CANULE VEINEUSE
2442,74QHN,"CATHETER, ARTERIAL",CATHETER ARTERIEL
2443,74QIG,"LEAD, PACEMAKER, IMPLANTABLE, ENDOCARDIAL (SEE 74DTB)",SONDE ENDOCAVITAIRE POUR STIMULATEUR CARDIAQUE IMPLANTABLE (VOIR 74DTB)
2444,74QIO,"CATHETER, THROMBECTOMY",CATHETER POUR THROMBECTOMIE
2445,74QMG,"COMPUTER, STRESS EXERCISE",ORDINATEUR POUR EPREUVE D'EFFORT
2446,74QSJ,"ELECTROCARDIOGRAPH, MULTI-CHANEL (SEE 74DPS)",ELECTROCARDIOGRAPHE MULTICANAL (VOIR 74DPS)
2447,74QTA,"ELECTRODE, MYOCARDIAL",ELECTRODE MYOCARDIQUE
2448,74RCE,"INJECTOR, THERMAL DILUTION",INJECTEUR POUR THERMODILUTION
2449,74RKS,"KIT, BLOOD COLLECTION, PHLEBOTOMY",TROUSSE POUR PRELEVEMENT DE SANG (PHLEBOTOMIE)
2450,74RLS,"MONITOR, BLOOD PRESSURE INDIRECT, (SEE 74FYL/FYM)",MONITEUR POUR LA MESURE INDIRECTE DE LA PRESSION ARTERIELLE (VOIR 74FYL/FYM)
2451,74RMO,"PROSTHESIS,CARDIAC VALVE",PROTHESE VALVULAIRE CARDIAQUE
2452,74RNE,"PUMP, EXTRACORPOREAL PERFUSION",POMPE POUR PERFUSION EXTRACORPORELLE
2453,74RNI,"PUNCH, AORTIC",POINCON AORTIQUE
2454,74SGT,"KIT, DISPOSABLE PROCEDURE",TROUSSE D'INSTRUMENTS JETABLES
2455,74ULR,"DETECTOR, BLOOD FLOW, ULTRASONIC (DOPPLER)",DEBITMETRE SANGUIN A ULTRASONS (EFFET DOPPLER)
2456,74UMI,"PACEMAKER, HEART, IMPLANTABLE, ANTI-TACHYCARDIA","STIMULATEUR ANTI-TACHYCARDIQUE, IMPLANTABLE"
2457,74WOZ,"OCCLUDER, CARDIOVASCULAR (SEE 74MSU)",OBTURATEUR CARDIOVASCULAIRE (VOIR 74MSU)
2458,75AFM,"GLUCOSE TEST STRIPS, OTC, NEAR TO PATIENT","BANDE REACTIVE POUR GLYCEMIE, EN VENTE LIBRE, ANALYSE HORS LABORATOIRE"
2459,75AHZ,"SEX HORMONE BINDING GLOBULIN, SHBG, ASSAY","GLOBULINE LIANT LES HORMONES SEXUELLES, DOSAGE"
2460,75AIS,"VITAMIN B12, ASSAY","VITAMINE B12, DOSAGE"
2461,75AOD,"CPK ISOENZYMES, ASSAY","ISOENZYMES CPK, DOSAGE"
2462,75ASU,"CKMB, BY IMMUNORADIOMETRIC ASSAY","CK-MB, DOSAGE IMMUNORADIOMETRIQUE"
2463,75AXY,"PHOSPHORUS, ASSAY","PHOSPHORE, DOSAGE"
2464,75AYE,"PARATHYROID HORMONE, PTH, ASSAY","HORMONE PARATHYROIDE (PTH), DOSAGE"
2465,75AYI,"CORTISOL, ASSAY","CORTISOL, DOSAGE"
2466,75AYK,THYROID STIMULATING HORMONE ASSAY,"THYREOSTIMULINE (TSH), DOSAGE"
2467,75AYL,"TOTAL THYROXINE, (T4) ASSAY","THYROXINE (T4) TOTALE, DOSAGE"
2468,75CCD,"ANALYZER,GAS,OXYGEN,PARTIAL,PRESSURE,BLOOD PHASENON-INDWELLING","ANALYSEUR DE LA PRESSION PARTIELLE DE L'OXYGENE DANS LE SANG, NON A DEMEURE"
2469,75CDL,"UREA NITROGEN, BY BERTHELOT INDOPHENOL","AZOTE UREIQUE, PAR INDOPHENOL (METHODE DE BERTHELOT)"
2470,75CDQ,"UREA NITROGEN, BY UREASE AND GLUTAMIC DEHYDROGENASE","AZOTE UREIQUE, PAR UREASE ET DESHYDROGENASE GLUTAMIQUE"
2471,75CDT,"TRIGLYCERIDES, BY LIPASE HYDROLYSIS/GLYCEROL KINASE ENZYME","TRIGLYCERIDES, PAR HYDROLYSE DES LIPASES/ENZYME GLYCEROL KINASE"
2472,75CDW,"UREA NITROGEN, DIACETYL-MONOXIME","AZOTE UREIQUE, DIACETYLE-MONOXIME"
2473,75CED,"5'-NUCLEOTIDASE, BY 5-AMP-PHOSPHATE RELEASE (COLORIMETRIC)","5'-NUCLEOTIDASE, PAR LIBERATION DE PHOSPHATE PAR 5'AMP (COLORIMETRIE)"
2474,75CEN,"PH (URINARY,NON-QUANT), BY DYE-INDICATOR","PH (URINAIRE, NON QUANTITATIF), PAR COLORANT INDICATEUR"
2475,75CEO,"INORGANIC PHOSPHOROUS, BY PHOSPHOMOLYBDATE(COLORIMETRIC)","PHOSPHORE INORGANIQUE, PAR PHOSPHOMOLYBDATE (COLORIMETRIE)"
2476,75CEW,"PARATHYROID HORMONE, BY RADIOMMUNOASSAY","HORMONE PARATHYROIDE, PAR DOSAGE RADIOIMMUNOLOGIQUE"
2477,75CIJ,"AMYLASE, SACCHAROGENIC","AMYLASE, PAR LA METHODE SACCHAROGENIQUE"
2478,75CIL,"CARBON-DIOXIDE, BY CRESOL RED COLORIMETRY","DIOXYDE DE CARBONE, PAR ROUGE DE CRESOL (COLORIMETRIE)"
2479,75CIO,ALKALINE PHOSPHATASE OR BY THYMOLPHTHALEINMONOPHOSPHATE,"PHOSPHATASE ALCALINE, PAR MONOPHOSPHATE DE THYMOLPHTHALEINE"
2480,75CJA,"AMYLASE, AMYLOCLASTIC","AMYLASE, PAR LA METHODE  AMYLOCLASTIQUE"
2481,75CJD,"AMYLASE, BY NITROSALICYLATE REDUCTION","AMYLASE, PAR REDUCTION DE NITROSALICYLATE"
2482,75JFP,"CALCIUM SPECIFIC, ION ELECTRODE","CALCIUM, PAR ELECTRODE SPECIFIQUE"
2483,75JGL,"INORGANIC PHOSPHOROUS, CHROMATOGRAPHIC","PHOSPHORE INORGANIQUE, PAR CHROMATOGRAPHIE"
2484,75JHT,"CPK ISOENZYMES, CHROMATOGRAPHIC SEPERATION","ISOENZYMES DE LA CPK, PAR SEPARATION CHROMATOGRAPHIQUE"
2485,75JHY,"CPK OR ISOENZYMES, COLORIMETRIC METHOD","CPK OU ISOENZYMES, PAR COLORIMETRIE"
2486,75JIR,"PROTEIN OR ALBUMIN (URINARY, NON-QUANT), INDICATOR METHOD","PROTEINES OU ALBUMINE (URINAIRE, NON QUANTITATIVES), PAR INDICATEUR"
2487,75JJD,"ANALYZER,BICHROMATIC PHOTOMETRIC,FOR CLINICAL USE","ANALYSEUR PHOTOMETRIQUE BICHROMATIQUE, POUR USAGE CLINIQUE"
2488,75JJE,"ANALYZER,CHEMISTRY(PHOTOMETRIC,DISCRETE), FOR CLINICAL USE","ANALYSEUR BIOCHIMIQUE PHOTOMETRIQUE DISCRET, POUR USAGE CLINIQUE"
2489,75JJF,"ANALYZER,CHEMISTRY,MICRO,FOR CLINICAL USE","ANALYSEUR BIOCHIMIQUE POUR MICROECHANTILLONS, POUR USAGE CLINIQUE"
2490,75JLW,"THYROID STIMULATING HORMONE, BY RADIOIMMUNOASSAY","THYREOSTIMULINE, PAR DOSAGE RADIOIMMUNOLOGIQUE"
2491,75JRI,"CUVETTE,THERMOSTATED",CUVETTE THERMOREGULEE
2492,75JRL,"UNIT,FILTER,MEMBRANE",MEMBRANE FILTRANTE
2493,75KDR,"CENTRIFUGE, GENERAL (SEE 75DOT)","CENTRIFUGEUSE, POUR USAGE GENERAL (VOIR 75DOT)"
2494,75LZX,"SODIUM HYALURONIC, ACID",HYALURONATE DE SODIUM/ACIDE  HYALURONIQUE
2495,75MMI,"IMMUNOASSAY METHOD, TROPONIN SUBUNIT","TROPONINE, DOSAGE IMMUNOLOGIQUE DES SOUS-UNITES"
2496,75MRR,"SYSTEM, TEST, LOW DENSITY, LIPOPROTEIN",SYSTEME D'EPREUVE POUR LIPOPROTEINES A FAIBLE DENSITE
2497,75NEO,N-MID OSTEOCALCIN,OSTEOCALCINE N-MID
2498,75QCY,"BATH, WATER (CONSTANT TEMPERATURE)",BAIN-MARIE (TEMPERATURE CONSTANTE)
2499,75QDY,"BLOOD CULTURE, KIT",TROUSSE D'HEMOCULTURE
2500,75RKX,PHOTOMETER,PHOTOMETRE
2501,75RZV,TEST TUBE,EPROUVETTE
2502,75SGA,"PURIFICATION SYSTEM, WATER, REVERSE OSMOSIS",SYSTEME DE PURIFICATION D'EAU PAR OSMOSE INVERSE
2503,75UKB,"T4, RADIOIMMUNOASSAY","T4, PAR DOSAGE RADIOIMMUNOLOGIQUE"
2504,75UMB,"REAGENT, BLOOD UREA NITROGEN (BUN)","REACTIF, AZOTE UREIQUE DU SANG"
2505,75WHJ,"TEST, MATURITY, LUNG, FETAL",EPREUVE DE MATURITE PULMONAIRE FOETALE
2506,76DZL,"SCREW, FIXATION, INTRAOSSEOUS",VIS POUR FIXATION INTRAOSSEUSE
2507,76EFW,"TOOTHBRUSH, MANUAL",BROSSE A DENTS MANUELLE
2508,76EHM,"STRIP, POLISHING AGENT",BANDE ABRASIVE
2509,76EID,"SYRINGE, RESTORATIVE AND IMPRESSION MATERIAL",SERINGUE POUR PRODUIT DE RESTAURATION DENTAIRE OU PRODUIT POUR EMPREINTE
2510,76EIX,"PROBE, PERIODONTIC",SONDE PARODONTALE
2511,76EJR,"AGENT, POLISHING, ABRASIVE, ORAL CAVITY",AGENT ABRASIF POUR LE POLISSAGE DES DENTS
2512,76EMJ,"ELEVATOR, SURGICAL, DENTAL","ELEVATEUR DENTAIRE, CHIRURGICAL"
2513,76EMK,"CURETTE, SURGICAL (SEE 76EKE)","CURETTE, CHIRURGICALE (VOIR 76EKE)"
2514,76JEY,"PLATE,BONE",PLAQUE VISSEE
2515,76KJJ,"CLEANSER, ROOT CANAL",NETTOYANT POUR CANAL RADICULAIRE
2516,76KOJ,AIRBRUSH,PINCEAU A AIR
2517,76MCF,"UNIT, ULTRAVIOLET SANITATION/STERILIZATION (FOR TOOTH-BRUSHES)",UNITE DE DESINFECTION/STERILISATION A L'ULTRAVIOLET (POUR BROSSES A DENTS)
2518,76THM,"HANDPIECE, FIBEROPTIC",PIECE A MAIN A FIBRE OPTIQUE
2519,76VEG,"KIT, GINGIVAL, RETRACTION",TROUSSE POUR RECESSION GINGIVALE
2520,76VLQ,"COMPOUND, RESINOUS, COMPOSITE",RESINE COMPOSITE
2521,77ESX,"TACK, SACCULOTOMY (CODY TACK)",POINTE POUR SACCULOTOMIE (CLOU TRANSPLATINAIRE)
2522,77KAC,"TUBE, LARYNGECTOMY",TUBE A LARYNGECTOMIE
2523,77KBG,"TROCAR, SINUS",TROCART POUR SINUS
2524,77KCA,TONSILLECTOME,AMYGDALOTOME
2525,77KCN,"EAR, WICK",MECHE AURICULAIRE
2526,77KTE,"TROCAR, ENT","TROCART, ORL"
2527,77LYA,INTRANASAL SEPTAL SPLINT,ATTELLE SEPTALE INTRA-NASALE
2528,77RUR,"SPECULUM, NASAL",SPECULUM NASAL
2529,78EXT,"URINOMETER, MECHANICAL",URINOMETRE MECANIQUE
2530,78EXY,UROFLOWMETER,DEBITMETRE URINAIRE
2531,78FCF,"INSTRUMENT, BIOPSY, MECHANICAL, GASTROINTESTINOL",INSTRUMENT MECANIQUE POUR BIOPSIE GASTROINTESTINALE
2532,78FCK,"INSTRUMENT, BIOPSY, SUCTION",INSTRUMENT DE BIOPSIE (ASPIRATION)
2533,78FCM,"TRAY, CATHETERIZATION, STERILE URETHRAL, WITH OR WITHOUTCATHETER","PLATEAU A CATHETERISME URETRAL, STERILE, AVEC OU SANS CATHETER"
2534,78FDG,"RETRACTOR, FIBEROPTIC",ECARTEUR A FIBRE OPTIQUE
2535,78FDI,"SNARE, FLEXIBLE",ANSE SOUPLE
2536,78FDX,"BRUSH, CYTOLOGY, FOR ENDOSCOPE","BROSSE DE CYTOLOGIE, POUR ENDOSCOPE"
2537,78FEB,"ACCESSORIES, CLEANING, FOR ENDOSCOPE","ACCESSOIRES DE NETTOYAGE, POUR ENDOSCOPE"
2538,78FEC,"OBTURATOR, FOR ENDOSCOPE","OBTURATEUR, POUR ENDOSCOPE"
2539,78FEN,"DEVICE, CYSTOMETRIC, HYDRAULIC",INSTRUMENT CYSTOMETRIQUE HYDRAULIQUE
2540,78FFH,"COLLECTOR, URINE, PEDIATRIC, FOR INDWELLING CATHETER","COLLECTEUR D'URINE, PEDIATRIQUE, POUR SONDE A DEMEURE"
2541,78FGK,"TRIPSOR, STONE, BLADDER","LITHOTRITEUR, POUR CALCULS VESICAUX"
2542,78FHT,"SET, GAVAGE, INFANT, STERILE","TROUSSE DE GAVAGE POUR NOURRISSON, STERILE"
2543,78FKC,"CLAMP, CANNULA",PINCE A CANULE
2544,78FKJ,"FILTER, BLOOD, DIALYSIS","FILTRE SANGUIN, POUR DIALYSE"
2545,78FKS,"CHAIR, DIALYSIS, POWERED, WITHOUT SCALES","FAUTEUIL DE DIALYSE, ELECTRIQUE, SANS BALANCE"
2546,78FLD,"APPARATUS, HEMOPERFUSION, SORBENT",APPAREIL A SORBANTS D'HEMOPERFUSION
2547,78FPD,"TUBE, FEEDING",SONDE D'ALIMENTATION
2548,78GCA,"CATHETER, BILIARY, GENERAL & PLASTIC SURGERY","CATHETER BILIAIRE, CHIRURGIE GENERALE ET PLASTIQUE"
2549,78KDJ,"SET, ADMINISTRATION, FOR PERITONEAL DIALYSIS, DISPOSABLE","TROUSSE DE DIALYSE PERITONEALE, JETABLE"
2550,78KNS,"UNIT, ELECTROSURGICAL (AND ACCESSORIES)",UNITE ELECTROCHIRURGICALE (ET ACCESSOIRES)
2551,78LFJ,"CATHETER, SUBCLAVIAN",CATHETER SOUS-CLAVIER
2552,78NEZ,"IMAGING, GASTROINTESTINAL , WIRELESS, CAPSULE CAMERA","CAPSULE VIDEO-ENDOSCOPIQUE GASTROINTESTINALE, SANS FIL"
2553,78QGD,"CANNULA, HEMODIALYSIS",CANULE D'HEMODIALYSE
2554,78QIS,"CATHETER, URINARY, CONDOM (SEE 78EXJ)",CONDOM COLLECTEUR D'URINE (VOIR 78EXJ)
2555,78QWY,"FORCEPS, ENDOSCOPIC",PINCE ENDOSCOPIQUE
2556,78RAA,"UNIT, HEMODIALYSIS (KIDNEY MACHINE)",UNITE D'HEMODIALYSE (REIN ARTIFICIEL)
2557,78RMI,"PROBE, FISTULA",SONDE A FISTULE
2558,78RZA,"TABLE, UROLOGICAL (CYSTOLOGICAL)",TABLE D'EXAMEN UROLOGIQUE (CYSTOLOGIQUE)
2559,78SCV,"TUBE, ESOPHAGEAL, BLAKEMORE",SONDE OESOPHAGIENNE DE BLAKEMORE
2560,79ACX,"CANNULATOR, LYMPH DUCT",CANULATEUR POUR CANAL LYMPHATIQUE
2561,79ADP,"PROBE, LASER",SONDE AU LASER
2562,79AQN,"LINER, SURGICAL GLOVE",SOUS-GANT CHIRURGICAL
2563,79DWI,"SAW, ELECTRICALLY POWERED","SCIE, ELECTRIQUE"
2564,79EMF,"KNIFE, SURGICAL",BISTOURI
2565,79ESW,"PROSTHESIS, ESOPHAGEAL",PROTHESE OESOPHAGIENNE
2566,79EYF,"PROTECTOR, WOUND, PLASTIC","PROTEGE-PLAIE, PLASTIQUE"
2567,79FLJ,"UNIT, AIRFLOW, LAMINAR",HOTTE A FLUX LAMINAIRE
2568,79FPI,"GLOVE, SURGICAL",GANTS CHIRURGICAUX
2569,79FSM,"TRAY, SURGICAL, INSTRUMENT",PLATEAU D'INSTRUMENTS CHIRURGICAUX
2570,79FSZ,"LIGHT, SURGICAL, CARRIER",PORTE-LAMPE CHIRURGICALE
2571,79FTC,"LIGHT, ULTRAVIOLET, DERMATOLOGICAL","LAMPE A ULTRAVIOLET, POUR DERMATOLOGIE"
2572,79FXX,"MASK, SURGICAL",MASQUE CHIRURGICAL
2573,79GAA,"NEEDLE, ASPIRATION AND INJECTION, DISPOSABLE","AIGUILLE POUR ASPIRATION ET INJECTION, JETABLE"
2574,79GAE,"SNARE, SURGICAL",ANSE CHIRURGICALE
2575,79GAK,"SUTURE, ABSORBABLE",SUTURE RESORBABLE
2576,79GAM,"SUTURE, ABSORBABLE, SYNTHETIC, POLYGLYCOLIC ACID","SUTURE RESORBABLE, SYNTHETIQUE, ACIDE POLYGLYCOLIQUE"
2577,79GAP,"SUTURE, NON ABSORBABLE SILK","SUTURE NON RESORBABLE, EN SOIE"
2578,79GCC,"DILATOR, CATHETER",DILATATEUR POUR CATHETER
2579,79GEC,"BRUSH, SCRUB, OPERATING ROOM","BROSSE A RECURER, POUR SALLE D'OPERATION"
2580,79GEE,"BRUSH, BIOPSY, GENERAL & PLASTIC SURGERY","BROSSE A BIOPSIE, POUR CHIRURGIE GENERALE ET PLASTIQUE"
2581,79GEK,"GAUZE, NONABSORBABLE, NON-MEDICATED, (INTERNAL SPONGE)","GAZE NON RESORBABLE, NON MEDICAMENTEUSE (COMPRESSE INTERNE)"
2582,79GER,"SPONGE, EXTERNAL",COMPRESSE EXTERNE
2583,79GFB,"HEAD, SURGICAL, HAMMER",TETE DE MARTEAU CHIRURGICAL
2584,79GFC,"DRIVER, SURGICAL, PIN",MANDRIN POUR TIGE CHIRURGICALE
2585,79GFJ,"MALLET, SURGICAL, GENERAL & PLASTIC SURGERY","MAILLET CHIRURGICAL, POUR CHIRURGIE GENERALE ET PLASTIQUE"
2586,79HAB,"SAW, POWERED, AND ACCESSORIES",SCIE ELECTRIQUE ET ACCESSOIRES
2587,79HAZ,SPONGE FOR INTERNAL USE,COMPRESSE POUR USAGE INTERNE
2588,79HBH,"SYSTEM, MICROSCOPE, SURGICAL","SYSTEME DE MICROSCOPIE, POUR CHIRURGIE"
2589,79HBI,"ILLUMINATOR, FIBEROPTIC, SURGICAL FIELD","ILLUMINATEUR A FIBRE OPTIQUE, POUR CHAMP OPERATOIRE"
2590,79HCF,"INSTRUMENT, LIGATURE PASSING AND KNOT TYING",INSTRUMENT POUR LIGATURER ET NOUER
2591,79HXH,GUIDE,GUIDE
2592,79JCQ,"PROSTHESIS, ESOPHAGUS",PROTHESE OESOPHAGIENNE
2593,79KKX,"DRAPE, SURGICAL",CHAMP OPERATOIRE
2594,79KOX,"SOLVENT, ADHESIVE TAPE",SOLVANT POUR RUBAN ADHESIF
2595,79LRO,SURGICAL KIT - GENERAL,TROUSSE DE CHIRURGIE GENERALE
2596,79LRW,GENERAL USE SURGICAL SCISSORS,CISEAUX CHIRURGICAUX A USAGE GENERAL
2597,79LRY,"PUNCH, SURGICAL",POINCON CHIRURGICAL
2598,79LRZ,SURGICAL SCREWDRIVER,TOURNEVIS CHIRURGICAL
2599,79MDM,"INSTRUMENT, MANUAL, GENERAL SURGICAL","INSTRUMENT MANUEL, POUR CHIRURGIE GENERALE"
2600,79MFI,"GLUE, SURGICAL TISSUE",COLLE TISSULAIRE
2601,79MJG,"DEVICE, PERCUTANEOUS BIOPSY",DISPOSITIF POUR BIOPSIE PERCUTANEE
2602,79NAC,"DRESSING, WOUND, HYDROPHILIC",PANSEMENT HYDROPHILE
2603,79QKR,"CLAMP, OTHER","CLAMP, AUTRE"
2604,79QXD,"FORCEPS, HEMOSTATIC",PINCE HEMOSTATIQUE
2605,79RBS,"KIT, INCISION AND DRAINAGE",TROUSSE D'INCISION ET DE DRAINAGE
2606,79ROY,"REGULATOR, SUCTION, SURGICAL",REGULATEUR D'ASPIRATION CHIRURGICAL
2607,79RTY,"SNARE, POLYP",ANSE A POLYPECTOMIE
2608,79RWZ,"TIP, SUCTION, ELECTROSURGICAL","POINTE ASPIRANTE, ELECTROCHIRURGICALE"
2609,79VCN,"SYSTEM, SMOKE EVACUATION, LASER","DISPOSITIF D'ASPIRATION DES FUMEES, AU LASER"
2610,80AAK,"DEVICE, HAIR REGROWTH",APPAREIL DE STIMULATION DE LA REPOUSSE DES CHEVEUX
2611,80FLK,"THERMOMETER, CLINICAL MERCURY","THERMOMETRE CLINIQUE, AU MERCURE"
2612,80FLL,"THERMOMETER, ELECTRONIC, CLINICAL","THERMOMETRE CLINIQUE, ELECTRONIQUE"
2613,80FMQ,"RESTRAINT, PROTECTIVE (SEE 89KID)",DISPOSITIF DE CONTENTION (VOIR 89KID)
2614,80FNJ,"BED, MANUAL",LIT REGLABLE MANUELLEMENT
2615,80FNK,"BED, HYDRAULIC, ADJUSTABLE HOSPITAL",LIT D'HOPITAL A REGLAGE HYDRAULIQUE
2616,80FOH,TEMPERATURE REGULATED WATER MATTRESS,MATELAS D'EAU AVEC REGULATEUR DE TEMPERATURE
2617,80FOS,"CATHETER, UMBILICAL ARTERY",CATHETER ARTERIEL OMBILICAL
2618,80FQM,"BANDAGE, BINDER, ELASTIC",BANDAGE ELASTIQUE
2619,80FRF,"CLEANER, AIR, MEDICAL RECIRCULATING",APPAREIL DE RECIRCULATION D'AIR FILTRE
2620,80FZA,"MONITOR, TEMPERATURE, GENERAL & PLASTIC SURGERY","MONITEUR DE TEMPERATURE, POUR CHIRURGIE GENERALE ET PLASTIQUE"
2621,80GCX,"APPARATUS, SUCTION, OPERATING ROOM, WALL VACUUM POWERED","APPAREIL D'ASPIRATION POUR SALLE D'OPERATION, A PRISE MURALE DE VIDE"
2622,80HFS,"SHIELD, NIPPLE",TETERELLE
2623,80ILA,"MATTRESS, ALTERNATING PRESSURE",MATELAS A PRESSION ALTERNATIVE
2624,80KDP,"REGULATOR, VACUUM",REGULATEUR DE VIDE
2625,80KYS,MEDICAL INSOLES,SEMELLES ORTHOPEDIQUES
2626,80KZA,LIQUID CRYSTAL VEIN LOCATION DEVICE,"DISPOSITIF DE LOCALISATION DES VEINES, A CRISTAUX LIQUIDES"
2627,80LGZ,INFUSION FLUID THERMAL WARMER,RECHAUFFEUR DE PERFUSION
2628,80LMP,"PORT & CATHETER, SUBCUTANEOUS, INTRASPINAL","CATHETER A CHAMBRE, INTRASPINAL, SOUS-CUTANE"
