PREF_NAME_CODE,PREF_DESC_E,PREF_DESC_F
76EFA,HANDPIECE BELT AND/OR GEAR DRIVEN DENTAL,PIECE A MAIN DENTAIRE A COURROIE ET/OU A ENGRENAGES
76EIA,UNIT OPERATIVE DENTAL,UNITE DENTAIRE
76EIR,SCISSORS COLLAR AND CROWN,CISEAUX COURBES
76EJJ,ALLOY AMALGAM,ALLIAGE POUR AMALGAME
76EJL,BUR DENTAL,FRAISE DENTAIRE
76EKB,EXPLORER OPERATIVE,SONDE DENTAIRE
76EKM,GUTTA PERCHA,GUTTA PERCHA
76EKR,PLUGGER ROOT CANAL ENDODONTIC,FOULOIR POUR OBTURATIONS RADICULAIRES ENDODONTIQUE
76ELC,SCALER ULTRASONIC,DETARTREUR A ULTRASONS
76EMH,FORCEPS RONGEUR SURGICAL,PINCE-GOUGE CHIRURGICALE
76KZM,DEVICE MUSCLE MONITORING,DISPOSITIF DE SURVEILLANCE DE L'ACTIVITE MUSCULAIRE
76MPI,GLENOID FOSSA PROSTHESIS,PROTHESE POUR CAVITE GLENOIDE
76MQN,EXTERNAL MANDIBULAR FIXATOR AND/OR DISTRACTOR,FIXATEUR ET/OU DISTRACTEUR MANDIBULAIRE EXTERNE
76NHA,ABUTMENT IMPLANTDENTAL ENDOSSEOUS,IMPLANT PILIER DENTAIRE ENDO-OSSEUX
76RYP,SYRINGE DENTAL,SERINGUE DENTAIRE
77EOB,NASOPHARYNGOSCOPE (FLEXIBLE OR RIGID),NASOPHARYNGOSCOPE (SOUPLE OU RIGIDE)
77EPP,SPLINT NASAL,ATTELLE NASALE
77EQJ,BUR,FRAISE
77EQL,LARYNGOSTROBOSCOPE,LARYNGOSTROBOSCOPE
77ETW,CALIBRATOR HEARING AID/EARPHONE AND ANALYSIS SYSTEMS,SYSTEME DE CALIBRAGE ET D'ANALYSE POUR APPAREIL AUDITIF/ECOUTEUR
77EWC,CHAMBER ACOUSTIC (FOR AUDIOMETRIC TESTING),CHAMBRE ACOUSTIQUE (POUR AUDIOMETRIE)
77EWO,AUDIOMETER,AUDIOMETRE
77JOF,POLYMER ENT SYNTHETIC POROUS POLYETHYLENE,POLYMERE SYNTHETIQUE POLYETHYLENE POREUX ORL
77JYO,KNIFE EAR,COUTEAU AURICULAIRE
77JYP,KNIFE MYRINGOTOMY,COUTEAU A MYRINGOTOMIE
77KAA,SET LARYNGEAL INJECTION,JEU D'INSTRUMENTS POUR INJECTION LARYNGEE
77KAR,IRRIGATOR SINUS,IRRIGATEUR NASAL
77KBF,TREPHINE SINUS,TREPAN DE SINUS
77KBN,GAG MOUTH,OUVRE-BOUCHE
77KBZ,SNARE TONSIL,SERRE-NOEUD POUR AMYGDALES
77KHH,STIMULATOR CALORIC-AIR,STIMULATEUR CALORIQUE A AIR
77KLZ,TUBE SHUNT ENDOLYMPHATIC WITH VALVE,TUBE DE DERIVATION ENDOLYMPHATIQUE AVEC VALVE
77KMA,IRRIGATOR POWERED NASAL,IRRIGATEUR NASAL ELECTRIQUE
77RGB,MASK TRACHEOSTOMY,MASQUE POUR TRACHEOTOMIE
77RUQ,ANALYZER AUDIO SPECTRUM,ANALYSEUR DE SPECTRE  AUDITIF
77WRO,VALVE SPEAKING TRACHEAL,VALVE DE PHONATION TRACHEALE
77ZZZ,EAR NOSE & THROAT GENERAL CODE,CODE GENERAL - OTO-RHINO-LARYNGOLOGIE
78AAZ,KIT SURGICAL VASECTOMY,TROUSSE DE VASECTOMIE
78ABF,STENT BILIARY,ENDOPROTHESE BILIAIRE
78AUM,TUBE FEEDING GASTROSOTOMY/JEJUNOSTOMY,SONDE D'ALIMENTATION POUR GASTROSTOMIE/JEJUNOSTOMIE
78AUY,SYSTEM THERMOTHERAPY RF/MICROWAVE (BENIGN PROSTATICHYPERPLASIA TREATMENT),SYSTEME DE THERMOTHERAPIE PAR RADIOFREQUENCE/MICRO-ONDES (TRAITEMENT DE L'HYPERPLASIE PROSTATIQUE BENIGNE)
78BSS,TUBE NASOGASTRIC,SONDE NASOGASTRIQUE
78EZN,DILATOR CATHETER URETERAL/URETHRAL,DILATATEUR POUR SONDE URETERALE/URETRALE
78FAD,SPLINT URETERAL,ATTELLE URETERALE
78FAG,PROSTHESIS URETHRAL SPHINCTER,SPHINCTER URETRAL ARTIFICIEL
78FAS,ELECTRODE ELECTROSURGICAL ACTIVE UROLOGICAL,ELECTRODE ELECTROCHIRURGICALE ACTIVE UROLOGIE
78FBN,CHOLEDOCHOSCOPE FLEXIBLE OR RIGID,CHOLEDOCHOSCOPE SOUPLE OU RIGIDE
78FBP,TELESCOPE RIGID ENDOSCOPE,TELESCOPE RIGIDE POUR ENDOSCOPE
78FCY,BULB INFLATION FOR ENDOSCOPE,POIRE DE SOUFFLAGE POUR ENDOSCOPE
78FDS,GASTROSCOPE GASTRO-UROLOGY,GASTROSCOPE GASTRO-UROLOGIE
78FDT,ESOPHAGO GASTRO DUODENOSCOPE,OESOPHAGOGASTRODUODENOSCOPE
78FEQ,PUMP AIR NON-MANUAL FOR ENDOSCOPE,POMPE A AIR NON MANUELLE POUR ENDOSCOPE
78FEX,INSTRUMENT CATHETER PUNCH,INSTRUMENT POUR SONDE EMPORTE-PIECE
78FKP,SYSTEM DIALYSATE DELIVERY SINGLE PATIENT,SYSTEME DE DISTRIBUTION DU DIALYSAT POUR UN SEUL PATIENT
78FKW,TIP VESSEL,POINTE D'INSERTION VASCULAIRE
78KDH,CATHETER (GASTRIC COLONIC ETC.) IRRIGATION AND ASPIRATION,CATHETER (GASTRIQUE COLIQUE ETC.) POUR IRRIGATION ET ASPIRATION
78KNY,ACCESSORIES CATHETER G-U,ACCESSOIRES POUR CATHETER GASTRO-UROLOGIE
78KQR,DETECTOR AIR OR FOAM,DETECTEUR D'AIR OU DE MOUSSE
78LQC,BILIARY MECHANICAL LITHOTRIPTOR,LITHOTRITEUR MECANIQUE POUR VOIES BILIAIRES
78MQR,STENT COLONIC METALLIC EXPANDABLE,ENDOPROTHESE COLIQUE METALLIQUE EXTENSIBLE
78QPI,METER DIALYSATE CONDUCTIVITY,CONDUCTIMETRE POUR DIALYSAT
78QPJ,TEST EQUIPMENT DIALYSIS UNIT,MATERIEL D'ESSAI POUR UNITE DE DIALYSE
78QPR,DILATOR COMMON DUCT,DILATATEUR POUR CANAL CHOLEDOQUE
78QRS,DUODENOSCOPE,DUODENOSCOPE
78RAB,HEMOFILTRATION UNIT,UNITE D'HEMOFILTRATION
78RKL,UNIT DIALYSIS PERITONEAL (CAPD),UNITE DE DIALYSE PERITONEALE (DPCA)
78SDI,TUBE STOMACH EVACUATOR (GASTRIC LAVAGE),SONDE D'ASPIRATION GASTRIQUE (LAVAGE GASTRIQUE)
78TGJ,KIT ADMINISTRATION PARENTERAL,TROUSSE D'ADMINISTRATION PARENTERALE
79ACM,SURGICAL INSTRUMENT WITH SUCTION CANNULA,INSTRUMENT CHIRURGICAL AVEC CANULE D'ASPIRATION
79ACV,FORCEPS SPLINTER,PINCE A ECHARDES
79ADK,IMPLANT DERMAL OTHER FOR AESTHETIC USE,IMPLANT DERMIQUE AUTRE A DES FINS ESTHETIQUES
79ADM,DRILL CHUCK,MANDRIN POUR FORET
79BTA,PUMP PORTABLE ASPIRATION (MANUAL OR POWERED),POMPE D'ASPIRATION PORTATIVE (MANUELLE OU ELECTRIQUE)
79FMK,LANCET BLOOD,LANCETTE
79FQO,TABLE OPERATING ROOM AC POWERED (SEE 79GDC),TABLE POUR SALLE D'OPERATION A COURANT ALTERNATIF (VOIR 79GDC)
79FQP,LAMP OPERATING ROOM,LAMPE POUR SALLE D'OPERATION
79FRT,ISOLATION UNIT SURGICAL,UNITE D'ISOLEMENT CHIRURGICAL
79FSQ,LIGHT SURGICAL INSTRUMENT,LAMPE CHIRURGICALE INSTRUMENT
79FTN,KIT PLASTIC SURGERY AND ACCESSORIES,TROUSSE DE CHIRURGIE PLASTIQUE ET ACCESSOIRES
79FTX,MIRROR GENERAL & PLASTIC SURGERY,MIROIR POUR CHIRURGIE GENERALE ET ESTHETIQUE
79FTY,TAPE MEASURING RULERS AND CALIPERS,RUBANS A MESURER REGLES ET PIEDS A COULISSE
79FWI,CAMERA CINE SURGICAL WITH AUDIO,CINECAMERA POUR CHIRURGIE AVEC AUDIO
79FWX,TABLE OPERATING ROOM MECHANICAL,TABLE DE SALLE D'OPERATION MECANIQUE
79FXP,COVER SHOE OPERATING ROOM,COUVRE-CHAUSSURES POUR SALLE D'OPERATION
79FZT,CUTTER SURGICAL,PINCE COUPANTE CHIRURGICALE
79FZX,GUIDE SURGICAL INSTRUMENT,GUIDE POUR INSTRUMENT CHIRURGICAL
79GAJ,STRIPPER VEINDISPOSABLE,TIRE-VEINE JETABLE
79GAL,SUTURE ABSORBABLE NATURAL,SUTURE RESORBABLE NATURELLE
79GAQ,SUTURE NONABSORBABLE STEEL MONOFILAMENT AND MULTIFILAMENT,SUTURE NON RESORBABLE EN ACIER MONOFILAMENT ET MULTIFILAMENT
79GAR,SUTURE NONABSORBABLE SYNTHETIC POLYAMIDE,SUTURE SYNTHETIQUE NON RESORBABLE EN POLYAMIDE
79GBP,CATHETER MULTIPLE LUMEN,CATHETER A LUMIERES MULTIPLES
79GDF,GUIDE SURGICAL NEEDLE,GUIDE POUR AIGUILLE CHIRURGICALE
79GDO,APPLIER SURGICAL CLIP,PINCE AGRAFEUSE CHIRURGICALE
79HTZ,INSTRUMENT CUTTING ORTHOPEDIC,INSTRUMENT DE COUPE ORTHOPEDIQUE
79HXL,MALLET BONE,MAILLET A OS
79HXT,TAPE ORTHOPEDIC,RUBAN ORTHOPEDIQUE
79KCX,EPILATOR HIGH FREQUENCY TWEEZER-TYPE,EPILATEUR A HAUTE FREQUENCE DE TYPE A PINCE
79LRP,SURGICAL TRAY,PLATEAU CHIRURGICAL
79LXU,LASER FOR WOUND HEALING,INSTRUMENT AU LASER POUR CICATRISATION
79MFF,DEVICE LIPECTOMY SUCTION,DISPOSITIF DE LIPECTOMIE D'ASPIRATION
79MRD,SIZER MAMMARY BREAST IMPLANTVOLUME,GABARIT VOLUMETRIQUE POUR IMPLANT MAMMAIRE
79NAD,DRESSING WOUND OCCLUSIVE,PANSEMENT OCCLUSIF
79QEY,BURR OTHER,FRAISE AUTRE
79QTR,ADAPTOR ELECTROSURGICAL UNIT CABLE,ADAPTATEUR DE CABLE D'UNITE ELECTROCHIRURGICALE
79RGW,MICROSURGICAL INSTRUMENT,INSTRUMENT MICROCHIRURGICAL
79RSK,SHEET DRAPE,DRAP DE PAPIER
79RVG,SPONGE LAPAROTOMY (SEE 79GEK),COMPRESSE POUR LAPARATOMIE (VOIR 79GEK)
79RXN,COVER HEAD SURGICAL,BONNET DE CHIRURGIEN
79RXP,PACK SURGICAL DRAPE,ASSORTIMENT DE CHAMPS OPERATOIRES
79RYF,SUTURE OTHER,SUTURE AUTRE
79UCQ,EQUIPMENT ELECTROSURGICAL SPECIAL PURPOSE,MATERIEL ELECTROCHIRURGICAL A USAGE SPECIALISE
79VEE,CONTAINER SURGICAL INSTRUMENTS &  ACCESSORIES,CONTENANT POUR INSTRUMENTS ET ACCESSOIRES CHIRURGICAUX
80ACD,ADAPTOR VALVE SUCTION-TUBE,ADAPTATEUR POUR VALVE DE TUBE D'ASPIRATION
80ACH,DEVICE HYPOTHERMIA THERAPY - INHALATION REWARMING,APPAREIL DE TRAITEMENT DE L'HYPOTHERMIE - RECHAUFFEMENT PAR INHALATION
80ACJ,PAD MATTRESS THERAPEUTIC,COUVRE-MATELAS THERAPEUTIQUE
80ADQ,SYSTEM VENTILATION SURGICAL TEAM,SYSTEME DE VENTILATION POUR EQUIPE CHIRURGICALE
80ANU,SITE SAMPLING/INJECTION ASEPTIC,CHAMBRE DE PRELEVEMENT D'ECHANTILLON/D'INJECTION ASEPTIQUE
80BRZ,SET BLOOD TRANSFUSION,TROUSSE DE TRANSFUSION SANGUINE
80CAK,MICROFILTER BLOOD TRANSFUSION,MICROFILTRE POUR TRANSFUSION SANGUINE
80FML,CHAIR BLOOD DONOR,FAUTEUIL POUR PRISE DE SANG
80FNM,MATTRESS AIR FLOTATION ALTERNATING PRESSURE,MATELAS A GONFLEMENT ALTERNATIF
80FOR,APPLICATOR ABSORBENT TIPPED,APPLICATEUR A EMBOUT DE COTON
80FQH,LAVAGE JET,DISPOSITIF DE LAVAGE AU JET
80FRI,SCALE STAND-ON PATIENT,PESE-PERSONNE (EN POSITION DEBOUT)
80KCT,PACK STERILIZATION WRAPPER BAG AND ACCESSORIES,ASSORTIMENT D'ENVELOPPES ET POCHES DE STERILISATION  ET D'ACCESSOIRES
80KYR,BAG ICE,SAC A GLACE
80KZH,SYRINGE NEEDLE INTRODUCER,GAINE D'INTRODUCTION DE SERINGUE
80LDR,CONTROLLER INTRAVASCULAR INFUSION ELECTRONIC,REGULATEUR DE POMPE A PERFUSION INTRAVASCULAIRE ELECTRONIQUE
80LLD,PORT & CATHETERINFUSION SUBCUTANEOUS,CATHETER A CHAMBRE POUR PERFUSION SOUS-CUTANE
80LNX,COMPUTER AND SOFTWARE MEDICAL (SEE 80VBH),ORDINATEUR ET LOGICIELS A USAGE MEDICAL (VOIR 80VBH)
80LZG,PUMP INFUSION INSULIN,POMPE A PERFUSION D'INSULINE
80QAB,ADHESIVE STRIP,BANDE ADHESIVE
80QCO,BANDAGE OTHER,AUTRE TYPE DE PANSEMENT
80QJP,PAPER CHART RECORD MEDICAL,PAPIER GRAPHIQUE POUR DOSSIER MEDICAL
80QLU,COMMODE SEAT,SIEGE DE TOILETTE
80QQS,PAD DRESSING,PANSEMENT COUSSINE
80QQU,DRESSING BURN,PANSEMENT POUR BRULURES
80QYK,GLOVE OTHER,AUTRE TYPE DE GANT
80RBB,HYPO/HYPERTHERMIA UNIT MOBILE,UNITE D'HYPO/HYPERTHERMIE PORTABLE
80RCC,INJECTOR MEDICATION (INOCULATOR),INJECTEUR DE MEDICAMENTS (INOCULATEUR)
80RDC,LINER KICK BUCKET,REVETEMENT DE SEAU A DECHETS SUR ROUES
80RGM,PAD MEDICATED,COMPRESSE MEDICAMENTEUSE
80RGZ,KIT MID-STREAM COLLECTION,TROUSSE POUR PRELEVEMENT EN MILIEU DE JET
80RMD,PAD PRESSURE GEL,COUSSIN DE GELEE POUR APPUI
80RMK,PROBE OTHER,AUTRE TYPE DE SONDE
80RPJ,RETAINER BANGAGE (ELASTIC NET),FILET ELASTIQUE DE MAINTIEN DES PANSEMENTS
80RYG,SWABS ANTISEPTIC,ECOUVILLONS ANTISEPTIQUES
80RYS,SYRINGE ORAL (MEDICATION DISPENSER),SERINGUE D'ADMINISTRATION DE MEDICAMENTS PAR VOIE ORALE
80RZD,TANKFULL BODY(BATH),CUVE POUR IMMERSION TOTALE (BAIGNOIRE)
80RZG,TAPE ADHESIVE WATERPROOF,RUBAN ADHESIF IMPERMEABLE
80SAF,THERMISTOR,THERMISTANCE
80SEE,CONTAINER URINE SPECIMEN,CONTENANT D'ECHANTILLON D'URINE
80SGR,SYSTEM DELIVERY DRUG UNIT-DOSE,SYSTEME DE DISTRIBUTION DES MEDICAMENTS PAR DOSES UNITAIRES
80TDT,DELIVERY SYSTEM PNEUMATIC TUBE,SYSTEME D'ADMINISTRATION A TUBE PNEUMATIQUE
80TEC,RAIL COMMODE,
80TFX,LIFT STAIR CLIMBING,FAUTEUIL MONTE-ESCALIER
80UMP,CHAIR SEAT LIFTING (STANDING AID),FAUTEUIL AVEC DISPOSITIF DE LEVAGE DU SIEGE (AIDE A LA VERTICALISATION)
80UMS,COLUMN LIFE SUPPORT (ELECTRICAL/GAS),COLONNE DE SUPPORT POUR RESPIRATEUR ARTIFICIEL (ELECTRIQUE/AU GAZ)
80VBH,COMPUTER SOFTWARE,LOGICIELS
80WLM,LOCK CATHETER,VERROU DE CATHETER
80WON,COLUMN IMMUNOADSORPTION,COLONNE D'IMMUNO-ADSORPTION
80WOR,OXIMETER PULSE,OXYMETRE DE POULS
80WPO,WIPE INSTRUMENT,LINGETTE INSTRUMENT
80WTB,CUTTER PILL,
81DAP,FIBRINOGEN AND FIBRIN SPLIT PRODUCTS ANTIGEN ANTISERUMCONTROL,PRODUITS DE DEGRADATION DU FIBRINOGENE ET DE LA FIBRINE ANTIGENE ANTISERUM CONTROLE
81GGK,RED CELL LYSING PRODUCTS,PRODUITS DE LYSE DES GLOBULES ROUGES
81GGW,PARTIAL THROMBOPLASTIN TIME TEST,ESSAI DE TEMPS DE THROMBOPLASTINE PARTIELLE
81GIF,BLOOD CELL DILUENT,DILUANT DE GLOBULES SANGUINS
81GJR,CONTROL RED CELL,CONTROLE GLOBULE ROUGE
81GLY,OXIMETER TO MEASURE HEMOGLOBIN,OXYMETRE POUR MESURER L'HEMOGLOBINE
81JPE,ANTITHROMBIN III TWO STAGE CLOTTING TIME ASSAY,ANTITHROMBINE III DOSAGE CHRONOMETRIQUE EN DEUX TEMPS
81JWO,MEASURING DEVICE BLOOD VOLUME,DISPOSITIF DE MESURE DU VOLUME SANGUIN
81KQG,INSTRUMENT COAGULATION,INSTRUMENT DE COAGULATION
81KSA,CALIBRATOR FOR RED CELL AND WHITE CELL COUNTING,CALIBREUR POUR LA NUMERATION DES GLOBULES ROUGES ET DES GLOBULES BLANCS
81MTN,TEST SYPHILIS TREPONEMAL,TEST TREPONEMAL DE DEPISTAGE DE LA SYPHILIS
81RLF,PIPETTER,PIPETTE
81SAN,ANALYZER COAGULATION WHOLE BLOOD,ANALYSEUR DE COAGULATION DU SANG ENTIER
81UJR,IDENTIFICATION PANEL BLOOD CELL,TABLEAU D'IDENTIFICATION DES GLOBULES SANGUINS
82AEE,ANTI-NUCLEAR ANTIBODY DETECTIONASSAY,TEST DE DETECTION DES ANTICORPS ANTI-NUCLEAIRES
82AQE,MALARIA PARASITE IN BLOOD,PARASITE DE LA MALARIA DANS LE SANG
82CFN,IMMUNOGLOBULINS (G A M) NEPHELOMETRIC METHOD,DOSAGE NEPHELOMETRIQUE DES IMMUNOGLOBULINES (G A M)
82DAD,HAPTOGLOBIN ANTIGEN ANTISERUM CONTROL,HAPTOGLOBINE ANTIGENE ANTISERUM CONTROLE
82DBF,FERRITIN ANTIGEN ANTISERUM CONTROL,FERRITINE ANTIGENE ANTISERUM CONTROLE
82DES,LAMBDA FITC ANTIGEN ANTISERUM CONTROL,LAMBDA FITC ANTIGENE ANTISERUM CONTROLE
82DFG,LAMBDA RHODAMINE ANTIGEN ANTERSERUM CONTROL,LAMBDA RHODAMINE ANTIGENE ANTISERUM CONTROLE
82DHC,SYSTEMIC LUPUS ERYTHEMATOSUS TEST SYSTEM,SYSTEME DE DEPISTAGE DU LUPUS ERYTHEMATEUX DISSEMINE
82JNM,TRANSFERRIN IMMUNOCHEMICAL,DOSAGE IMMUNOCHIMIQUE DE LA TRANSFERRINE
82JZG,BETA-2-MICROGLOBULIN IMMUNOLOGICAL TEST SYSTEM,SYSTEME DE DOSAGE IMMUNOLOGIQUE DE LA BETA-2-MICROGLOBULINE
82JZH,FACTOR B ANTIGEN ANTISERUM CONTROL,FACTEUR B ANTIGENE ANTISERUM CONTROLE
82KTN,INFECTIOUS MONONUCLEOSIS TEST SYSTEM,SYSTEME DE DEPISTAGE DE LA MONONUCLEOSE INFECTIEUSE
82KTO,IGG IMMUNOASSAY REAGENTS,REACTIFS POUR DOSAGE IMMUNOLOGIQUE IGG
82MME,PROTEINS BETA AMYLOID AND PRECURSOR,PROTEINES BETA-AMYLOIDE ET PRECURSEUR
82WQF,ANTI-THYROID ANTIBODY INDIRECT IMMUNOFLUORESCENT,TEST DE DETECTION DES ANTICORPS ANTI-THYROIDIENS PAR IMMUNOFLUORESCENCE INDIRECTE
83AHO,HERPES SIMPLEX VIRUS TEST,TEST DE DEPISTAGE DU VIRUS DE L'HERPES SIMPLEX
83AHS,RUBELLA ASSAY,TEST DE DEPISTAGE DE LA RUBEOLE
83AIB,CULTURE MEDIA BIOLOGICAL FLUIDS STERILITY TEST,MILIEU DE CULTURE LIQUIDES BIOLOGIQUES TEST DE STERILITE
83AKF,CULTURE MEDIA MYCOBACTERIA,MILIEU DE CULTURE MYCOBACTERIE
83GMN,ANTIGEN CF TOXOPLASMA GONDII,ANTIGENE CF TOXOPLASMA GONDII
83GNB,ANTISERUM ALL TYPES SHIGELLA SPP.,ANTISERUM TOUS LES TYPES SHIGELLA SPP.
83GQR,ANTIGEN HA (INCLUDING HA CONTROL) PARAINFLUENZA VIRUS 1-4,ANTIGENE HA (Y COMPRIS LE CONTROLE HA) DU PARAVIRUS DE LA GRIPPE 1-4
83GRP,ANTISERUM ALL TYPES H. INFLUENZAE,ANTISERUM DE H. INFLUENZAE (TOUS LES TYPES)
83GTZ,ANTISERA ALL GROUPS STREPTOCOCCUS SPP.,ANTISERUMS DE STREPTOCOCCUS SPP. (TOUS LES GROUPES)
83JSB,CULTURE MEDIA VITAMIN ASSAY,MILIEU DE CULTURE TITRAGE DES VITAMINES
83JSN,CULTURE MEDIA PROPAGTING TRANSPORT,MILIEU DE CULTURE TRANSPORT PAR PROPAGATION
83JSX,IDENTIFICATION KIT NEISSERIA GONORRHOEAE,TROUSSE D'IDENTIFICATION DU GONOCOQUE
83JTQ,INCUBATORS/WATER BATHS ALL,INCUBATEURS/BAINS-MARIE (TOUS)
83JTR,QUALITY CONTROL KIT FOR CULTURE MEDIA,TROUSSE DE CONTROLE DE LA QUALITE POUR MILIEU DE CULTURE
83LFY,ENZYME LINKED IMMUNOABSORBENT ASSAY VARICELLA-ZOSTER,DOSAGE IMMUNOENZYMATIQUE DU VIRUS VARICELLE-ZONA
83LIB,DIAGNOSTIC DEVICES GENERAL PURPOSE MICROBIOLOGY,INSTRUMENTS DIAGNOSTIQUES MICROBIOLOGIE GENERALE
83LKA,CULTURE MEDIA ANTIMICROBIAL SUSCEPTIBILITY TEST,MILIEU DE CULTURE POUR TEST DE SENSIBILITE AUX ANTIMICROBIENS
83MKZ,DNA-PROBE NUCLEIC ACID AMPLIFICATION CHLAMYDIA,SONDE A ADN AMPLIFICATION DES ACIDES NUCLEIQUES CHLAMYDIA
83MSQ,TEST UREA (BREATH OR BLOOD),TEST RESPIRATOIRE OU SANGUIN A L'UREE
83MYI,SYSTEM TEST GENOTYPIC DETECTION RESISTANT MARKERSSTAPHYLOCOCCUS,SYSTEME DE TEST DETECTION GENOTYPIQUE MARQUEURS DE RESISTANCE STAPHYLOCOQUES
83QCC,AUTOMATED SYSTEM MICROBIOLOGICAL,SYSTEME MICROBIOLOGIQUE AUTOMATISE
83VCS,DISPENSER ANTIBIOTIC SENSITIVITY DISC,DISTRIBUTEUR DISQUE POUR TEST DE SENSIBILITE AUX ANTIBIOTIQUES
83ZZZ,MICROBIOLOGY GENERAL CODE,CODE GENERAL DE MICROBIOLOGIE
84GWM,DEVICE INTRACRANIAL PRESSURE MONITORING,DISPOSITIF DE SURVEILLANCE DE LA PRESSION INTRACRANIENNE
84GYA,TESTER ELECTRODE/LEAD ELECTROENCEPHALOGRAPH,VERIFICATEUR DE FONCTION D'ELECTRODES POUR ELECTROENCEPHALOGRAPHE
84GZA,STIMULATOR CEREBELLAR IMPLANTED,STIMULATEUR CEREBELLEUX IMPLANTE
84GZE,STIMULATOR DIAPHRAGMATIC/PHRENIC NERVE IMPLANTED,STIMULATEUR IMPLANTE DU NERF DIAPHRAGMATIQUE/PHRENIQUE
84GZK,ELECTRODE NASOPHARYNGEAL,ELECTRODE NASOPHARYNGEE
84HBA,NEUROSURGICAL PADDIE,COMPRESSE NEUROCHIRURGICALE
84HBC,MOTOR DRILL ELECTRIC,MOTEUR DE PERCAGE ELECTRIQUE
84HBD,HANDPIECE (BRACE) DRILL,FOREUSE A MAIN (VILEBREQUIN)
84HBE,POWERED SIMPLE DRILLS BURRS TREPHINES & ACCESSORIES,FOREUSES FRAISES ET TREPANS SIMPLES MOTORISES ET ACCESSOIRES
84JXG,SHUNT CENTRAL NERVOUS SYSTEM AND COMPONENTS,SHUNT SYSTEME NERVEUX CENTRAL ET COMPOSANTS
84JXK,STIMULATOR CRANIAL ELECTROTHERAPY,STIMULATEUR PAR ELECTROTHERAPIE CRANIENNE
84LGW,TOTALLY IMPLANTED SPINAL CORD STIMULATOR FOR PAIN RELIEF,STIMULATEUR TOTALEMENT IMPLANTE DE LA MOELLE EPINIERE DESTINE AU SOULAGEMENT DE LA DOULEUR
84MZN,STIMULATOR THERAPEUTIC ELECTROMAGNETIC,STIMULATEUR ELECTROMAGNETIQUE THERAPEUTIQUE
84QUT,UNIT EVOKED RESPONSE,APPAREIL A POTENTIEL EVOQUE
84RHN,KIT MYELOGRAM,TROUSSE POUR MYELOGRAMME
84ZZZ,NEUROLOGY GENERAL CODE,CODE GENERAL DE NEUROLOGIE
85HCY,CURETTE UTERINE,CURETTE UTERINE
85HEH,SETANESTHESIAPARACERVICAL,TROUSSE D'ANESTHESIE PARACERVICALE
85HEX,COLPOSCOPE (AND COLPOMICROSCOPE),COLPOSCOPE (ET COLPOMICROSCOPE)
85HFY,BAND TUBAL OCCLUSION (SEE 85KNH),BANDE D'OCCLUSION DES TROMPES (VOIR 85KNH)
85HGL,TRANSDUCER ULTRASONIC OBSTETRIC,TRANSDUCTEUR OBSTETRIQUE A ULTRASONS
85HIF,INSUFFLATOR LAPAROSCOPIC (AND ACCESSORIES),INSUFFLATEUR LAPAROSCOPIQUE (ET ACCESSOIRES)
85KXO,MONITOR PRESSURE INTRAUTERINE,MONITEUR DE PRESSION INTRA-UTERINE
85MAA,MONITOR FETAL DOPPLER ULTRASOUND,MONITEUR FOETAL DOPPLER A ULTRASONS
85SAG,THERMOGRAPHIC DEVICE INFRARED,DISPOSITIF DE THERMOGRAPHIE INFRAROUGE
85ULY,KIT SEX SELECTION,TROUSSE DE SELECTION DE SEXE
85WJD,NEEDLE BIOPSY MAMMARY,AIGUILLE DE BIOPSIE MAMMAIRE
86FWO,PROSTHESIS EYE INTERNAL,PROTHESE OCULAIRE INTERNE
86HNK,PROBE TRABECULOTOMY,SONDE POUR TRABECULOTOMIE
86HOC,CLIP IRIS RETRACTOR,PINCE DE RETRACTEUR D'IRIS
86HPA,FRAME TRIAL OPHTHALMIC,MONTURE D'ESSAI OPHTALMIQUE
86HPQ,HEADLAMP OPERATING AC-POWERED,LAMPE FRONTALE D'OPERATION SUR SECTEUR
86HPX,LENS CONTACT (POLYMETHYLMETHACRYLATE),LENTILLE DE CONTACT EN METHACRYLATE DE POLYMETHYLE
86HPZ,IMPLANT EYE SPHERE,IMPLANT DE SPHERE OCULAIRE
86HQD,LENS CONTACT (OTHER MATERIAL) - DAILY,LENTILLE DE CONTACT (AUTRE MATERIAU) - QUOTIDIENNE
86HQO,UNIT CAUTERY THERMAL AC-POWERED,CAUTERE THERMIQUE SUR SECTEUR
86KYE,CONTACT LENS INSERTER/REMOVER,OUTIL A INSERER ET A RETIRER LES LENTILLES DE CONTACT
86MUW,LENS CONTACT (ORTHOKERATOLOGY),LENTILLE DE CONTACT (ORTHOKERATOLOGIE)
86QVI,EYEGLASSES,LUNETTES
86SFB,ANALYSER VISUAL FUNCTION,ANALYSEUR DE FONCTION VISUELLE
86UBD,LENS INTRAOCULAR POSTERIOR CHAMBER,LENTILLE INTRAOCULAIRE CHAMBRE POSTERIEURE
87AMG,STAPLING SET,TROUSSE D'AGRAFAGE
87AMM,IMMOBILIZER HIP POST-OP ABDUCTION,IMMOBILISATEUR POUR ABDUCTION POSTOPERATOIRE DE LA HANCHE
87AMO,NAIL/PLATE INTRODUCER,CLOU/PLAQUE INTRODUCTEUR
87AOU,RING/SHELL PROTRUSIO,ANNEAU/COQUE PROTRUSION
87GWH,DYNAMOMETER,DYNAMOMETRE
